ID_Obat;Nama_Obat;Kategori;Indikasi;Kontraindikasi;Dosis_Dewasa;Dosis_Anak;Bentuk_Sediaan;Kandungan;Efek_Samping;Interaksi;Peringatan;Harga;Ketersediaan;Produsen;No_BPOM;Golongan;Resep;Rating
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
VITNB01;Neurobion;Vitamin B;Defisiensi vitamin B;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Vitamin B1, B6, B12;Urin kuning terang;Tidak signifikan;Warna urin dapat berubah;Rp30.000;Tersedia;PT Merck;DBL7821027;Bebas;Tidak;5
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
VITEC01;Enervon-C;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C, B kompleks;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp25.000;Tersedia;PT Darya-Varia;DBL7821026;Bebas;Tidak;4
VITHV01;Hemaviton;Multivitamin;Stamina, energi;Hipersensitivitas;1 tablet, 1x sehari;Tidak direkomendasikan;Tablet;Multivitamin, Ginseng;Insomnia, gugup;Tidak signifikan;Hindari konsumsi malam;Rp20.000;Tersedia;PT Tempo Scan Pacific Tbk;DBL7821028;Bebas;Tidak;4
